"","Year","Date","Region","PlotID","Latitude","Longitude","EncounterType","FlagCode","FlagColor","CurrentFlagCode","CurrentFlagColor","Age","Sex","TrackerType1","TrackerType2","TrackerStatus1","TrackerStatus2","Observer","Comments"
"1158",2012,"7/2/2012","Alaska","34 MI",64.81401,-165.97456,"C","6EU","FELG","6EU","FELG","L",,"","","","","LHD",""
"1159",2012,"7/4/2012","Alaska","37 MI",64.8502,-166.08923,"R","6EE","FELG","6EE","FELG","L",,"","","","","LHD",""
"1160",2012,"7/4/2012","Alaska","37 MI",64.8502,-166.08923,"R","6EH","FELG","6EH","FELG","L",,"","","","","LHD",""
"1161",2012,"7/4/2012","Alaska","37 MI",64.8502,-166.08923,"R","6EJ","FELG","6EJ","FELG","L",,"","","","","LHD",""
"1162",2012,"7/4/2012","Alaska","37 MI",64.8502,-166.08923,"R","6EK","FELG","6EK","FELG","L",,"","","","","LHD",""
"1163",2012,"7/4/2012","Alaska","37 MI",64.85201,-166.08052,"C","6EV","FELG","6EV","FELG","AHY",,"","","","","SEF",""
"1164",2012,"7/4/2012","Alaska","34 MI",64.82425,-166.05157,"R","6XX","FELG","6XX","FELG","L",,"","","","","LHD",""
"1165",2012,"7/6/2012","Alaska","34 MI",64.81275,-165.94101,"C","6EX","FELG","6EX","FELG","L",,"","","","","FDS",""
"1166",2012,"7/6/2012","Alaska","34 MI",64.81275,-165.94101,"C","6EY","FELG","6EY","FELG","L",,"","","","","AMJ",""
"1167",2012,"7/6/2012","Alaska","34 MI",64.81275,-165.94101,"C","6HA","FELG","6HA","FELG","L",,"","","","","LEP",""
